2103.93736 17.980 0.022
2105.88910 18.298 0.035
2106.85369 18.065 0.034
2116.83764 18.257 0.031
2123.78449 18.341 0.040
2127.79762 18.342 0.049
2128.79239 18.039 0.039
2129.82442 18.125 0.027
2130.79088 18.422 0.039
2131.87936 18.263 0.039
2134.77594 18.423 0.048
2135.80887 18.154 0.033
2136.82510 17.920 0.030
2137.78293 18.412 0.047
2140.77700 18.148 0.032
2142.79022 18.253 0.035
2143.78522 18.028 0.026
2144.87749 18.161 0.027
2155.84541 18.170 0.044
2156.79201 18.318 0.042
2160.70114 18.279 0.042
2162.72789 18.145 0.027
2166.72235 18.343 0.040
2167.80571 18.447 0.033
2171.70717 18.339 0.033
2172.71281 18.070 0.031
2173.69343 18.146 0.024
2177.58443 18.444 0.059
2184.66742 18.117 0.038
2185.63147 18.389 0.043
2187.72595 18.015 0.034
2188.64681 18.327 0.045
2190.65783 18.194 0.029
2191.70880 17.961 0.024
2192.63159 18.464 0.031
2193.64959 18.263 0.027
2194.62108 18.010 0.026
2195.68687 18.155 0.023
2201.63450 18.084 0.026
2203.67094 18.428 0.034
2204.62708 18.289 0.041
2208.67149 18.162 0.036
2211.60869 18.452 0.048
2212.60924 18.094 0.033
2213.61748 18.029 0.037
2214.60286 18.473 0.046
2215.61730 18.356 0.047
2217.60232 18.152 0.034
2219.64699 18.271 0.045
2222.61584 18.456 0.050
2224.68593 17.932 0.026
2226.60309 18.312 0.043
2228.52741 18.198 0.039
2229.58568 18.412 0.042
2231.53717 17.977 0.034
2233.54195 18.303 0.041
2235.62728 17.958 0.020
2237.54678 18.238 0.044
2240.60237 18.485 0.046
2242.58423 18.032 0.033
2250.53624 18.191 0.036
2252.58217 18.228 0.032
2255.56422 18.463 0.035
2257.59161 17.989 0.025
2262.58398 18.511 0.040
2266.53891 18.445 0.056
2271.55041 18.067 0.026
2273.54872 18.484 0.072
2275.58176 17.986 0.030
2277.56609 18.469 0.039
2280.53380 18.367 0.069
2284.57421 18.457 0.040
2289.56791 18.231 0.032
2293.54003 18.182 0.038
2295.53971 18.392 0.045
2297.54127 18.013 0.041
2299.54681 18.409 0.053
2301.53845 18.011 0.038
2303.53423 18.300 0.058
2444.91777 18.405 0.042
2458.91729 18.385 0.042
2463.88093 18.220 0.034
2465.89341 18.220 0.033
2467.86740 18.141 0.032
2468.93111 17.958 0.026
2469.86705 18.451 0.036
2471.87505 18.066 0.034
2473.85260 18.429 0.037
2483.82490 18.164 0.032
2486.84054 17.981 0.036
2488.83211 18.416 0.052
2489.88865 18.261 0.039
2492.87017 18.327 0.041
2496.86961 18.266 0.030
2497.89206 17.982 0.027
2498.89561 18.183 0.027
2499.82605 18.363 0.036
2500.83048 18.183 0.032
2501.82048 17.952 0.024
2502.80022 18.449 0.042
2503.81568 18.232 0.031
2511.82414 18.257 0.038
2516.85822 18.045 0.033
2517.78638 18.440 0.041
2518.76073 18.240 0.034
2520.75770 18.272 0.030
2526.74424 18.051 0.020
2534.80225 17.945 0.027
2535.85858 18.177 0.038
2538.75726 18.100 0.032
2539.67028 18.373 0.042
2540.68761 18.249 0.046
2541.67572 17.922 0.024
2542.65182 18.346 0.040
2544.62880 18.099 0.029
2545.64584 18.123 0.029
2547.66356 18.267 0.049
2548.67829 18.048 0.026
2550.67306 18.393 0.034
2551.65974 18.223 0.032
2552.67582 18.039 0.020
2554.66918 18.333 0.030
2555.67697 18.151 0.027
2556.65608 18.036 0.029
2557.66833 18.466 0.031
2558.62519 18.315 0.044
2559.58106 18.000 0.037
2560.61494 18.158 0.035
2561.64063 18.448 0.051
2562.63320 18.190 0.031
2563.64121 17.943 0.029
2565.69952 18.413 0.044
2566.62970 18.095 0.030
2568.63240 18.456 0.058
2571.61743 18.126 0.046
2573.62647 18.186 0.042
2574.61033 17.946 0.032
2575.62765 18.307 0.032
2576.60934 18.300 0.044
2577.59556 18.232 0.049
2578.59372 18.116 0.040
2579.60410 18.399 0.042
2580.59186 18.223 0.038
2583.58744 18.454 0.045
2584.59528 18.235 0.041
2587.57461 18.362 0.042
2588.60274 18.176 0.032
2589.55982 18.139 0.035
2590.57923 18.508 0.051
2591.58050 18.253 0.035
2593.57052 18.191 0.030
2594.57487 18.417 0.047
2596.55006 17.959 0.033
2597.53833 18.360 0.044
2598.58542 18.333 0.038
2599.56765 18.134 0.049
2606.65235 18.280 0.042
2609.59528 18.436 0.043
2611.56537 18.061 0.045
2614.57070 18.088 0.031
2618.56393 17.957 0.030
2620.56175 18.447 0.053
2626.56094 18.222 0.045
2632.53398 18.108 0.040
2636.52908 18.013 0.048
2638.56294 18.437 0.063
2641.55323 18.250 0.039
2645.56281 18.427 0.038
2650.55543 18.279 0.039
2653.56488 18.368 0.056
2656.55142 18.541 0.077
2659.57844 18.056 0.033
2667.56456 18.359 0.047
2671.53375 18.480 0.056
2673.53070 18.063 0.044
2675.54623 18.391 0.050
2678.54826 18.253 0.051
2681.55537 18.010 0.033
2777.86965 18.028 0.039
2804.91255 18.218 0.052
2809.93573 18.352 0.041
2813.92123 18.290 0.035
2817.89367 18.165 0.039
2820.94496 18.376 0.051
2829.94295 18.022 0.030
2831.74488 18.230 0.047
2831.94114 18.431 0.045
2832.88620 18.159 0.033
2833.80157 18.119 0.040
2835.91707 18.333 0.039
2837.83764 18.141 0.052
2838.85829 18.465 0.060
2839.85000 18.226 0.047
2844.83937 18.050 0.023
2845.83572 18.458 0.040
2848.92240 18.110 0.043
2850.85511 18.198 0.037
2851.89848 18.037 0.030
2852.93165 18.129 0.034
2853.90935 18.399 0.042
2856.78229 18.510 0.059
2858.87651 18.091 0.025
2859.93750 18.002 0.033
2860.84249 18.472 0.036
2861.71076 18.180 0.029
2862.81810 17.980 0.034
2863.80078 18.384 0.054
2865.87407 18.191 0.033
2866.83308 17.967 0.033
2867.76910 18.454 0.031
2869.81441 18.084 0.029
2871.84383 18.475 0.036
2875.76437 18.325 0.039
2877.76462 18.055 0.023
2883.79165 18.228 0.024
2885.72678 18.391 0.038
2888.77498 18.018 0.025
2892.76684 18.133 0.046
2894.77003 18.238 0.037
2896.77145 18.243 0.032
2898.78776 18.197 0.027
2900.71194 18.438 0.030
2902.71276 17.998 0.023
2905.71981 18.238 0.031
2907.71651 18.303 0.027
2909.70824 18.143 0.023
2911.70133 18.468 0.027
2915.67300 18.383 0.034
2917.69841 17.946 0.020
