0	3.75167e-12
0.0001	1.29237
0.0002	1.73169
0.0003	1.17201
0.0004	1.50559
0.0005	2.92901
0.0006	3.63442
0.0007	3.27295
0.0008	2.49171
0.0009	2.3568
0.001	2.59524
0.0011	2.55846
0.0012	2.4323
0.0013	2.24893
0.0014	1.74032
0.0015	1.74804
0.0016	2.82167
0.0017	3.42812
0.0018	2.73046
0.0019	0.817113
0.002	1.54769
0.0021	3.35366
0.0022	3.97816
0.0023	3.48139
0.0024	2.4784
0.0025	1.50758
0.0026	0.717994
0.0027	1.43791
0.0028	2.64935
0.0029	3.15386
0.003	2.67992
0.0031	2.15444
0.0032	3.13681
0.0033	4.44918
0.0034	4.96848
0.0035	4.53901
0.0036	3.50548
0.0037	2.35221
0.0038	1.42807
0.0039	0.832703
0.004	0.613086
0.0041	0.967029
0.0042	1.38243
0.0043	1.26817
0.0044	0.334798
0.0045	1.37798
0.0046	3.08981
0.0047	3.96798
0.0048	3.34769
0.0049	1.22159
0.005	1.65452
0.0051	4.02278
0.0052	4.75555
0.0053	3.4163
0.0054	0.829002
0.0055	3.0431
0.0056	5.31749
0.0057	5.7648
0.0058	4.4192
0.0059	2.1289
0.006	0.0648081
0.0061	1.47738
0.0062	2.49824
0.0063	3.40983
0.0064	3.7767
0.0065	3.27517
0.0066	2.95982
0.0067	4.15084
0.0068	5.31507
0.0069	5.15625
0.007	3.73419
0.0071	2.38885
0.0072	2.48391
0.0073	2.48512
0.0074	1.923
0.0075	2.63537
0.0076	4.02516
0.0077	4.53114
0.0078	3.85588
0.0079	2.47786
0.008	1.0792
0.0081	0.228301
0.0082	1.10538
0.0083	1.81421
0.0084	1.887
0.0085	1.29141
0.0086	1.04434
0.0087	1.5658
0.0088	1.42715
0.0089	0.505764
0.009	1.40375
0.0091	2.37061
0.0092	2.0536
0.0093	0.511786
0.0094	2.31152
0.0095	4.49805
0.0096	5.46578
0.0097	4.9236
0.0098	3.34622
0.0099	1.67593
0.01	0.80388
0.0101	0.502073
0.0102	0.314717
0.0103	0.923301
0.0104	1.68294
0.0105	2.62984
0.0106	3.5373
0.0107	3.87317
0.0108	3.30323
0.0109	1.99399
0.011	0.710225
0.0111	1.05751
0.0112	1.42053
0.0113	1.21178
0.0114	0.748784
0.0115	0.457413
0.0116	0.760676
0.0117	1.15943
0.0118	1.24454
0.0119	1.15323
0.012	1.54013
0.0121	2.08485
0.0122	2.23858
0.0123	2.56332
0.0124	3.80692
0.0125	5.04678
0.0126	5.17333
0.0127	3.89009
0.0128	2.31838
0.0129	3.10523
0.013	4.34824
0.0131	4.19113
0.0132	2.68515
0.0133	1.27845
0.0134	2.20274
0.0135	2.92422
0.0136	2.78217
0.0137	2.38306
0.0138	2.11858
0.0139	1.50178
0.014	0.300636
0.0141	1.64177
0.0142	3.12314
0.0143	3.75215
0.0144	3.43621
0.0145	3.03151
0.0146	3.79007
0.0147	4.9952
0.0148	5.42453
0.0149	4.65111
0.015	3.06774
0.0151	2.30827
0.0152	3.3478
0.0153	4.10114
0.0154	3.76423
0.0155	2.65592
0.0156	1.70724
0.0157	1.37623
0.0158	1.3262
0.0159	2.67806
0.016	4.57502
0.0161	5.53134
0.0162	4.69008
0.0163	2.13531
0.0164	1.19024
0.0165	3.65124
0.0166	4.21958
0.0167	2.72589
0.0168	0.506294
0.0169	2.34949
0.017	3.12743
0.0171	2.46998
0.0172	2.52589
0.0173	3.87526
0.0174	4.4442
0.0175	4.08719
0.0176	4.03258
0.0177	4.3859
0.0178	3.86621
0.0179	2.12939
0.018	0.0819731
0.0181	1.61094
0.0182	2.39507
0.0183	3.38017
0.0184	4.60802
0.0185	4.89854
0.0186	3.66187
0.0187	1.46933
0.0188	1.13326
0.0189	2.06214
0.019	2.02797
0.0191	2.1495
0.0192	2.46173
0.0193	1.78107
0.0194	0.035856
0.0195	1.91503
0.0196	2.74291
0.0197	1.918
0.0198	0.96245
0.0199	2.64652
0.02	3.26943
0.0201	2.036
0.0202	0.517253
0.0203	2.62173
0.0204	3.2387
0.0205	2.04359
0.0206	1.44271
0.0207	3.36526
0.0208	4.37811
0.0209	4.22399
0.021	3.67719
0.0211	2.92082
0.0212	1.56202
0.0213	2.12283
0.0214	4.19965
0.0215	4.93575
0.0216	3.94174
0.0217	3.24844
0.0218	4.67815
0.0219	5.38098
0.022	4.04874
0.0221	2.36346
0.0222	4.11823
0.0223	5.72258
0.0224	5.31206
0.0225	3.35058
0.0226	1.63448
0.0227	1.69758
0.0228	1.34486
0.0229	1.0672
0.023	2.36831
0.0231	3.01492
0.0232	2.32319
0.0233	0.720879
0.0234	1.63056
0.0235	3.04298
0.0236	3.4562
